"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"17","73027"," ","IL"," "," ","Stoy village, IL"," ",104,1 
"17","73040"," ","IL"," "," ","Strasburg village, IL"," ",467,1 
"17","73131","38700","IL"," "," ","Strawn village, IL","Pontiac, IL (Micro)",100,1 
"17","73157","16980","IL"," "," ","Streamwood village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",39858,1 
"17","73170","36860","IL"," "," ","Streator city, IL","Ottawa-Peru, IL (Micro)",13609,0.993 
"17","73170","38700","IL"," "," ","Streator city, IL","Pontiac, IL (Micro)",101,0.007 
"17","73261","15460","IL"," "," ","Stronghurst village, IL","Burlington, IA-IL (Micro)",883,1 
"17","73287","19940","IL"," "," ","Sublette village, IL","Dixon, IL (Micro)",449,1 
"17","73391","16980","IL"," "," ","Sugar Grove village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",8997,1 
"17","73495"," ","IL"," "," ","Sullivan city, IL"," ",4446,1 
"17","73547","41180","IL"," "," ","Summerfield village, IL","St. Louis, MO-IL (Metro)",444,1 
"17","73638","16980","IL"," "," ","Summit village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",11054,1 
"17","73703"," ","IL"," "," ","Sumner city, IL"," ",3174,1 
"17","73943","28100","IL"," "," ","Sun River Terrace village, IL","Kankakee, IL (Metro)",528,1 
"17","74119","41180","IL"," "," ","Swansea village, IL","St. Louis, MO-IL (Metro)",13510,1 
"17","74223","16980","IL"," "," ","Sycamore city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",17519,1 
"17","74275","16980","IL"," "," ","Symerton village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",87,1 
"17","74301","15900","IL"," "," ","Table Grove village, IL","Canton, IL (Micro)",416,1 
"17","74379","44100","IL"," "," ","Tallula village, IL","Springfield, IL (Metro)",488,1 
"17","74444"," ","IL"," "," ","Tamaroa village, IL"," ",638,1 
"17","74457","16020","IL"," "," ","Tamms village, IL","Cape Girardeau, MO-IL (Metro)",632,1 
"17","74470","44580","IL"," "," ","Tampico village, IL","Sterling, IL (Micro)",790,1 
"17","74561"," ","IL"," "," ","Taylor Springs village, IL"," ",690,1 
"17","74574","45380","IL"," "," ","Taylorville city, IL","Taylorville, IL (Micro)",11266,1 
"17","74665","31380","IL"," "," ","Tennessee village, IL","Macomb, IL (Micro)",115,1 
"17","74743","20820","IL"," "," ","Teutopolis village, IL","Effingham, IL (Micro)",1530,1 
"17","74847"," ","IL"," "," ","Thawville village, IL"," ",241,1 
"17","74860","44100","IL"," "," ","Thayer village, IL","Springfield, IL (Metro)",693,1 
"17","74873","16020","IL"," "," ","Thebes village, IL","Cape Girardeau, MO-IL (Metro)",436,1 
"17","74970"," ","IL"," "," ","The Galena Territory CDP, IL"," ",1058,1 
"17","75081","16980","IL"," "," ","Third Lake village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1182,1 
"17","75107","16580","IL"," "," ","Thomasboro village, IL","Champaign-Urbana, IL (Metro)",1126,1 
"17","75159"," ","IL"," "," ","Thompsonville village, IL"," ",543,1 
"17","75172"," ","IL"," "," ","Thomson village, IL"," ",590,1 
"17","75185","16980","IL"," "," ","Thornton village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2338,1 
"17","75263"," ","IL"," "," ","Tilden village, IL"," ",934,1 
"17","75276","19180","IL"," "," ","Tilton village, IL","Danville, IL (Metro)",2724,1 
"17","75360","40420","IL"," "," ","Timberlane village, IL","Rockford, IL (Metro)",934,1 
"17","75419"," ","IL"," "," ","Time village, IL"," ",23,1 
"17","75484","16980","IL"," "," ","Tinley Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",56705,1 
"17","75549","36860","IL"," "," ","Tiskilwa village, IL","Ottawa-Peru, IL (Micro)",829,1 
"17","75601","16660","IL"," "," ","Toledo village, IL","Charleston-Mattoon, IL (Micro)",1238,1 
"17","75614","16580","IL"," "," ","Tolono village, IL","Champaign-Urbana, IL (Metro)",3447,1 
"17","75653","37900","IL"," "," ","Toluca city, IL","Peoria, IL (Metro)",1414,1 
"17","75718","36860","IL"," "," ","Tonica village, IL","Ottawa-Peru, IL (Micro)",768,1 
"17","75757"," ","IL"," "," ","Topeka village, IL"," ",76,1 
"17","75783","37900","IL"," "," ","Toulon city, IL","Peoria, IL (Metro)",1292,1 
"17","75809","45380","IL"," "," ","Tovey village, IL","Taylorville, IL (Micro)",512,1 
"17","75822","14010","IL"," "," ","Towanda village, IL","Bloomington, IL (Metro)",480,1 
"17","75848"," ","IL"," "," ","Tower Hill village, IL"," ",611,1 
"17","75874","16980","IL"," "," ","Tower Lakes village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1283,1 
"17","75965","37900","IL"," "," ","Tremont village, IL","Peoria, IL (Metro)",2236,1 
"17","75991","41180","IL"," "," ","Trenton city, IL","St. Louis, MO-IL (Metro)",2715,1 
"17","76160","16980","IL"," "," ","Trout Valley village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",537,1 
"17","76199","41180","IL"," "," ","Troy city, IL","St. Louis, MO-IL (Metro)",9888,1 
"17","76225","36860","IL"," "," ","Troy Grove village, IL","Ottawa-Peru, IL (Micro)",250,1 
"17","76407"," ","IL"," "," ","Tuscola city, IL"," ",4480,1 
"17","76511","14010","IL"," "," ","Twin Grove CDP, IL","Bloomington, IL (Metro)",1564,1 
"17","76615"," ","IL"," "," ","Ullin village, IL"," ",463,1 
"17","76706","16980","IL"," "," ","Union village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",580,1 
"17","76771","28100","IL"," "," ","Union Hill village, IL","Kankakee, IL (Metro)",58,1 
"17","76935","16980","IL"," "," ","University Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7129,1 
"17","77005","16580","IL"," "," ","Urbana city, IL","Champaign-Urbana, IL (Metro)",41370,1 
"17","77044","39500","IL"," "," ","Ursa village, IL","Quincy, IL-MO (Micro)",626,1 
"17","77148"," ","IL"," "," ","Valier village, IL"," ",669,1 
"17","77187"," ","IL"," "," ","Valley City village, IL"," ",13,1 
"17","77265","41180","IL"," "," ","Valmeyer village, IL","St. Louis, MO-IL (Metro)",1260,1 
"17","77317"," ","IL"," "," ","Vandalia city, IL"," ",7042,1 
"17","77395","37900","IL"," "," ","Varna village, IL","Peoria, IL (Metro)",384,1 
"17","77408"," ","IL"," "," ","Venedy village, IL"," ",138,1 
"17","77460","16980","IL"," "," ","Venetian Village CDP, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2826,1 
"17","77473","41180","IL"," "," ","Venice city, IL","St. Louis, MO-IL (Metro)",1890,1 
"17","77525","16060","IL"," "," ","Vergennes village, IL","Carbondale-Marion, IL (Metro)",298,1 
"17","77551"," ","IL"," "," ","Vermilion village, IL"," ",225,1 
"17","77642","15900","IL"," "," ","Vermont village, IL","Canton, IL (Micro)",667,1 
"17","77681","16460","IL"," "," ","Vernon village, IL","Centralia, IL (Micro)",129,1 
"17","77694","16980","IL"," "," ","Vernon Hills village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",25012,1 
"17","77707","16980","IL"," "," ","Verona village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",215,1 
"17","77720"," ","IL"," "," ","Versailles village, IL"," ",478,1 
"17","77811","23660","IL"," "," ","Victoria village, IL","Galesburg, IL (Micro)",316,1 
"17","77863"," ","IL"," "," ","Vienna city, IL"," ",1434,1 
"17","77941"," ","IL"," "," ","Villa Grove city, IL"," ",2537,1 
"17","77993","16980","IL"," "," ","Villa Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",21904,1 
"17","78123","19340","IL"," "," ","Viola village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",955,1 
"17","78149","41180","IL"," "," ","Virden city, IL","St. Louis, MO-IL (Metro)",3333,0.955 
"17","78149","44100","IL"," "," ","Virden city, IL","Springfield, IL (Metro)",157,0.045 
"17","78175","16980","IL"," "," ","Virgil village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",329,1 
"17","78201"," ","IL"," "," ","Virginia city, IL"," ",1611,1 
"17","78227","16980","IL"," "," ","Volo village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2929,1 
"17","78370","16980","IL"," "," ","Wadsworth village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",3812,1 
"17","78383"," ","IL"," "," ","Waggoner village, IL"," ",266,1 
"17","78526","36860","IL"," "," ","Walnut village, IL","Ottawa-Peru, IL (Micro)",1416,1 
"17","78604","16460","IL"," "," ","Walnut Hill village, IL","Centralia, IL (Micro)",108,1 
"17","78656"," ","IL"," "," ","Walshville village, IL"," ",64,1 
"17","78708","34500","IL"," "," ","Waltonville village, IL","Mount Vernon, IL (Micro)",434,1 
"17","78721"," ","IL"," "," ","Wamac city, IL"," ",118,0.1 
"17","78721","16460","IL"," "," ","Wamac city, IL","Centralia, IL (Micro)",519,0.438 
"17","78721","41180","IL"," "," ","Wamac city, IL","St. Louis, MO-IL (Metro)",548,0.462 
"17","78773","14010","IL"," "," ","Wapella village, IL","Bloomington, IL (Metro)",558,1 
"17","78851"," ","IL"," "," ","Warren village, IL"," ",1428,1 
"17","78916","19500","IL"," "," ","Warrensburg village, IL","Decatur, IL (Metro)",1210,1 
"17","78929","16980","IL"," "," ","Warrenville city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",13139,1 
"17","78942","22800","IL"," "," ","Warsaw city, IL","Fort Madison-Keokuk, IA-IL-MO (Micro)",1607,1 
"17","79007","37900","IL"," "," ","Washburn village, IL","Peoria, IL (Metro)",1155,1 
"17","79033","37900","IL"," "," ","Washington city, IL","Peoria, IL (Metro)",15146,1 
"17","79085","41180","IL"," "," ","Washington Park village, IL","St. Louis, MO-IL (Metro)",4196,1 
"17","79124","23660","IL"," "," ","Wataga village, IL","Galesburg, IL (Micro)",843,1 
"17","79150","41180","IL"," "," ","Waterloo city, IL","St. Louis, MO-IL (Metro)",9811,1 
"17","79163","16980","IL"," "," ","Waterman village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1506,1 
"17","79228"," ","IL"," "," ","Watseka city, IL"," ",5255,1 
"17","79241","20820","IL"," "," ","Watson village, IL","Effingham, IL (Micro)",754,1 
"17","79267","16980","IL"," "," ","Wauconda village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",13635,1 
"17","79293","16980","IL"," "," ","Waukegan city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",89078,1 
"17","79358","27300","IL"," "," ","Waverly city, IL","Jacksonville, IL (Micro)",1307,1 
"17","79397","16980","IL"," "," ","Wayne village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2416,1 
"17","79436"," ","IL"," "," ","Wayne City village, IL"," ",1032,1 
"17","79449","14010","IL"," "," ","Waynesville village, IL","Bloomington, IL (Metro)",434,1 
"17","79683","14010","IL"," "," ","Weldon village, IL","Bloomington, IL (Metro)",429,1 
"17","79735"," ","IL"," "," ","Wellington village, IL"," ",242,1 
"17","79813","36860","IL"," "," ","Wenona city, IL","Ottawa-Peru, IL (Micro)",8,0.008 
"17","79813","37900","IL"," "," ","Wenona city, IL","Peoria, IL (Metro)",1048,0.992 
"17","79826"," ","IL"," "," ","Wenonah village, IL"," ",37,1 
"17","80008","19940","IL"," "," ","West Brooklyn village, IL","Dixon, IL (Micro)",142,1 
"17","80047","16980","IL"," "," ","Westchester village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",16718,1 
"17","80060","16980","IL"," "," ","West Chicago city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",27323,1 
"17","80073"," ","IL"," "," ","West City village, IL"," ",661,1 
"17","80125","16980","IL"," "," ","West Dundee village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7331,1 
"17","80242","16980","IL"," "," ","Western Springs village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",12975,1 
"17","80255"," ","IL"," "," ","Westervelt CDP, IL"," ",128,1 
"17","80281"," ","IL"," "," ","Westfield village, IL"," ",601,1 
"17","80333"," ","IL"," "," ","West Frankfort city, IL"," ",8182,1 
"17","80645","16980","IL"," "," ","Westmont village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",24685,1 
"17","80736","37900","IL"," "," ","West Peoria city, IL","Peoria, IL (Metro)",4557,1 
"17","80762","22800","IL"," "," ","West Point village, IL","Fort Madison-Keokuk, IA-IL-MO (Micro)",178,1 
"17","80853"," ","IL"," "," ","West Salem village, IL"," ",897,1 
"17","80879"," ","IL"," "," ","West Union CDP, IL"," ",288,1 
"17","80931","19180","IL"," "," ","Westville village, IL","Danville, IL (Metro)",3202,1 
"17","80957"," ","IL"," "," ","West York CDP, IL"," ",129,1 
"17","81048","16980","IL"," "," ","Wheaton city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",52894,1 
"17","81074"," ","IL"," "," ","Wheeler village, IL"," ",147,1 
"17","81087","16980","IL"," "," ","Wheeling village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",37569,1 
"17","81165","16060","IL"," "," ","Whiteash village, IL","Carbondale-Marion, IL (Metro)",241,1 
"17","81191","41180","IL"," "," ","White City village, IL","St. Louis, MO-IL (Metro)",232,1 
"17","81256"," ","IL"," "," ","White Hall city, IL"," ",2520,1 
"17","81295","16580","IL"," "," ","White Heath CDP, IL","Champaign-Urbana, IL (Metro)",290,1 
"17","81802","23660","IL"," "," ","Williamsfield village, IL","Galesburg, IL (Micro)",578,1 
"17","81815","41180","IL"," "," ","Williamson village, IL","St. Louis, MO-IL (Metro)",230,1 
"17","81854","44100","IL"," "," ","Williamsville village, IL","Springfield, IL (Metro)",1476,1 
"17","81867"," ","IL"," "," ","Willisville village, IL"," ",633,1 
"17","81919","16980","IL"," "," ","Willowbrook village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",8540,1 
"17","81938","16980","IL"," "," ","Willowbrook CDP, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2076,1 
"17","82010"," ","IL"," "," ","Willow Hill village, IL"," ",230,1 
"17","82049","16980","IL"," "," ","Willow Springs village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",5662,1 
"17","82075","16980","IL"," "," ","Wilmette village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",27087,1 
"17","82088"," ","IL"," "," ","Wilmington village, IL"," ",142,1 
"17","82101","16980","IL"," "," ","Wilmington city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",5724,1 
"17","82218","41180","IL"," "," ","Wilsonville village, IL","St. Louis, MO-IL (Metro)",586,1 
"17","82270","27300","IL"," "," ","Winchester city, IL","Jacksonville, IL (Micro)",1593,1 
"17","82309","19340","IL"," "," ","Windsor village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",748,1 
"17","82322"," ","IL"," "," ","Windsor city, IL"," ",1187,1 
"17","82400","16980","IL"," "," ","Winfield village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",9080,1 
"17","82491","40420","IL"," "," ","Winnebago village, IL","Rockford, IL (Metro)",3101,1 
"17","82530","16980","IL"," "," ","Winnetka village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",12187,1 
"17","82543","23300","IL"," "," ","Winslow village, IL","Freeport, IL (Micro)",338,1 
"17","82686","16980","IL"," "," ","Winthrop Harbor village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",6742,1 
"17","82725"," ","IL"," "," ","Witt city, IL"," ",903,1 
"17","82855","16980","IL"," "," ","Wonder Lake village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4024,1 
"17","82985","16980","IL"," "," ","Wood Dale city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",13770,1 
"17","83063","19340","IL"," "," ","Woodhull village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",811,1 
"17","83102"," ","IL"," "," ","Woodland village, IL"," ",324,1 
"17","83206","34500","IL"," "," ","Woodlawn village, IL","Mount Vernon, IL (Micro)",698,1 
"17","83245","16980","IL"," "," ","Woodridge village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",32971,1 
"17","83271","41180","IL"," "," ","Wood River city, IL","St. Louis, MO-IL (Metro)",10657,1 
"17","83336","27300","IL"," "," ","Woodson village, IL","Jacksonville, IL (Micro)",512,1 
"17","83349","16980","IL"," "," ","Woodstock city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",24770,1 
"17","83505","41180","IL"," "," ","Worden village, IL","St. Louis, MO-IL (Metro)",1044,1 
"17","83518","16980","IL"," "," ","Worth village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",10789,1 
"17","83622","36860","IL"," "," ","Wyanet village, IL","Ottawa-Peru, IL (Micro)",991,1 
"17","83687","37900","IL"," "," ","Wyoming city, IL","Peoria, IL (Metro)",1429,1 
"17","83739"," ","IL"," "," ","Xenia village, IL"," ",390,1 
"17","83765"," ","IL"," "," ","Yale village, IL"," ",86,1 
"17","83817","23660","IL"," "," ","Yates City village, IL","Galesburg, IL (Micro)",672,1 
"17","84038","16980","IL"," "," ","Yorkville city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",16921,1 
"17","84155"," ","IL"," "," ","Zeigler city, IL"," ",1801,1 
"17","84220","16980","IL"," "," ","Zion city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",24413,1 
"17","99999"," ","IL"," "," "," "," ",249288,0.157 
"17","99999","14010","IL"," "," "," ","Bloomington, IL (Metro)",23190,0.015 
"17","99999","15460","IL"," "," "," ","Burlington, IA-IL (Micro)",3553,0.002 
"17","99999","15900","IL"," "," "," ","Canton, IL (Micro)",9765,0.006 
"17","99999","16020","IL"," "," "," ","Cape Girardeau, MO-IL (Metro)",2688,0.002 
"17","99999","16060","IL"," "," "," ","Carbondale-Marion, IL (Metro)",39940,0.025 
"17","99999","16460","IL"," "," "," ","Centralia, IL (Micro)",14381,0.009 
"17","99999","16580","IL"," "," "," ","Champaign-Urbana, IL (Metro)",37018,0.023 
"17","99999","16660","IL"," "," "," ","Charleston-Mattoon, IL (Micro)",17517,0.011 
"17","99999","16980","IL"," "," "," ","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",499348,0.315 
"17","99999","19180","IL"," "," "," ","Danville, IL (Metro)",22305,0.014 
"17","99999","19340","IL"," "," "," ","Davenport-Moline-Rock Island, IA-IL (Metro)",38540,0.024 
"17","99999","19500","IL"," "," "," ","Decatur, IL (Metro)",14526,0.009 
"17","99999","19940","IL"," "," "," ","Dixon, IL (Micro)",13291,0.008 
"17","99999","20820","IL"," "," "," ","Effingham, IL (Micro)",15044,0.009 
"17","99999","22800","IL"," "," "," ","Fort Madison-Keokuk, IA-IL-MO (Micro)",6436,0.004 
"17","99999","23300","IL"," "," "," ","Freeport, IL (Micro)",13334,0.008 
"17","99999","23660","IL"," "," "," ","Galesburg, IL (Micro)",8482,0.005 
"17","99999","27300","IL"," "," "," ","Jacksonville, IL (Micro)",10106,0.006 
"17","99999","28100","IL"," "," "," ","Kankakee, IL (Metro)",28673,0.018 
"17","99999","30660","IL"," "," "," ","Lincoln, IL (Micro)",9451,0.006 
"17","99999","31380","IL"," "," "," ","Macomb, IL (Micro)",5853,0.004 
"17","99999","34500","IL"," "," "," ","Mount Vernon, IL (Micro)",17630,0.011 
"17","99999","36860","IL"," "," "," ","Ottawa-Peru, IL (Micro)",38138,0.024 
"17","99999","37140","IL"," "," "," ","Paducah, KY-IL (Micro)",7511,0.005 
"17","99999","37900","IL"," "," "," ","Peoria, IL (Metro)",79496,0.05 
"17","99999","38700","IL"," "," "," ","Pontiac, IL (Micro)",12262,0.008 
"17","99999","39500","IL"," "," "," ","Quincy, IL-MO (Micro)",19825,0.013 
"17","99999","40300","IL"," "," "," ","Rochelle, IL (Micro)",22010,0.014 
"17","99999","40420","IL"," "," "," ","Rockford, IL (Metro)",72381,0.046 
"17","99999","41180","IL"," "," "," ","St. Louis, MO-IL (Metro)",163828,0.103 
"17","99999","44100","IL"," "," "," ","Springfield, IL (Metro)",40177,0.025 
"17","99999","44580","IL"," "," "," ","Sterling, IL (Micro)",19206,0.012 
"17","99999","45380","IL"," "," "," ","Taylorville, IL (Micro)",9850,0.006 
"18","00140","16980","IN"," "," ","Aberdeen CDP, IN","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1875,1 
"18","00640","26900","IN"," "," ","Advance town, IN","Indianapolis-Carmel-Anderson, IN (Metro)",477,1 
"18","00748"," ","IN"," "," ","Akron town, IN"," ",1167,1 
"18","00784","18820","IN"," "," ","Alamo town, IN","Crawfordsville, IN (Micro)",66,1 
"18","00802"," ","IN"," "," ","Albany town, IN"," ",204,0.094 
"18","00802","34620","IN"," "," ","Albany town, IN","Muncie, IN (Metro)",1961,0.906 
